epoch,accuracy,loss,val_accuracy,val_loss
0,0.9348333477973938,0.207004114985466,NA,NA
1,0.9828166961669922,0.055206723511219025,NA,NA
2,0.9882000088691711,0.03836771473288536,NA,NA
3,0.9911999702453613,0.029252363368868828,NA,NA
4,0.9925333261489868,0.02518554776906967,NA,NA
