epoch,accuracy,loss,val_accuracy,val_loss
0,0.944683313369751,0.17635396122932434,NA,NA
1,0.9856166839599609,0.04847302287817001,NA,NA
2,0.9899333119392395,0.032850973308086395,NA,NA
3,0.9923666715621948,0.02511380985379219,NA,NA
4,0.9941166639328003,0.019402043893933296,NA,NA
