epoch,accuracy,loss,val_accuracy,val_loss
0,0.9265166521072388,0.23318879306316376,NA,NA
1,0.9837499856948853,0.0520239993929863,NA,NA
2,0.9891166687011719,0.035087667405605316,NA,NA
3,0.9915500283241272,0.02623281255364418,NA,NA
4,0.9933833479881287,0.020816408097743988,NA,NA
