epoch,accuracy,loss,val_accuracy,val_loss
0,0.9259833097457886,0.23554284870624542,NA,NA
1,0.9829166531562805,0.05475238338112831,NA,NA
2,0.9888333082199097,0.03634607791900635,NA,NA
3,0.9911999702453613,0.02841324545443058,NA,NA
4,0.993483304977417,0.02182072587311268,NA,NA
