epoch,accuracy,loss,val_accuracy,val_loss
0,0.956766664981842,0.13886596262454987,NA,NA
1,0.9863499999046326,0.04388248547911644,NA,NA
2,0.9907500147819519,0.03239915892481804,NA,NA
3,0.9926333427429199,0.025529325008392334,NA,NA
4,0.9935833215713501,0.021866999566555023,NA,NA
