epoch,accuracy,loss,val_accuracy,val_loss
0,0.954800009727478,0.14228488504886627,NA,NA
1,0.9867500066757202,0.045079655945301056,NA,NA
2,0.9905166625976562,0.03130875527858734,NA,NA
3,0.9922000169754028,0.025321995839476585,NA,NA
4,0.9940833449363708,0.020620863884687424,NA,NA
