epoch,accuracy,loss,val_accuracy,val_loss
0,0.9462166428565979,0.17209987342357635,NA,NA
1,0.9850999712944031,0.04729367792606354,NA,NA
2,0.989716649055481,0.03307568281888962,NA,NA
3,0.9922166466712952,0.02615482360124588,NA,NA
4,0.9939166903495789,0.0206094142049551,NA,NA
